property_type,place_with_parent_names,region,lat-lon,area_m2,price_usd
apartment,|Brasil|Paraíba|João Pessoa|Aeroclube|,Northeast,"-7.1194958,-34.8450118",60,"$75,735.50 "
apartment,|Brasil|Paraíba|João Pessoa|Aeroclube|,Northeast,"-7.0942446,-34.8453489",82,"$111,195.15 "
apartment,|Brasil|Paraíba|João Pessoa|Castelo Branco|,Northeast,"-7.1311303,-34.8394165",56,"$86,274.10 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.1193854,-34.8298249",59,"$106,671.03 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,,60,"$88,310.55 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.0787148,-34.8340561",60,"$90,182.86 "
apartment,|Brasil|Paraíba|João Pessoa|Pedro Gondim|,Northeast,"-7.1185116,-34.8472469",102,"$185,124.50 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.0738199,-34.8419683",83,"$93,303.37 "
apartment,|Brasil|Paraíba|João Pessoa|Estados|,Northeast,"-7.113496,-34.8521915",94,"$152,686.13 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.1194958,-34.8450118",138,"$184,110.34 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.1194958,-34.8450118",138,"$201,273.16 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.119496,-34.845012",95,"$109,217.99 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.119496,-34.845012",106,"$137,302.62 "
apartment,|Brasil|Paraíba|Campina Grande|Mirante|,Northeast,"-7.235264,-35.865981",113,"$176,933.15 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,,132,"$191,299.38 "
apartment,|Brasil|Paraíba|João Pessoa|Estados|,Northeast,"-7.115069,-34.8539998",215,"$374,461.71 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,"-7.1064056,-34.8357933",208,"$448,054.67 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.0763563,-34.8398226",84,"$88,934.65 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.114996,-34.830265",79,"$491,861.69 "
house,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.067306,-34.841721",155,"$185,670.59 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.176446,-34.908489",231,"$468,077.13 "
apartment,|Brasil|Paraíba|Cabedelo|,Northeast,"-6.987721,-34.828722",107,"$285,776.69 "
apartment,|Brasil|Paraíba|Cabedelo|,Northeast,"-6.987721,-34.828722",135,"$405,666.85 "
apartment,|Brasil|Paraíba|Cajazeiras|,Northeast,"-6.886645,-38.554319",102,"$84,418.64 "
apartment,|Brasil|Paraíba|Cajazeiras|,Northeast,"-6.886645,-38.554319",96,"$84,418.64 "
apartment,|Brasil|Paraíba|Cajazeiras|,Northeast,"-6.886645,-38.554319",96,"$88,769.89 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,"-7.101782,-34.835552",112,"$153,803.59 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,"-7.101782,-34.835552",110,"$151,074.39 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,"-7.096062,-34.837582",76,"$118,267.49 "
apartment,|Brasil|Paraíba|João Pessoa|Miramar|,Northeast,"-7.1178731,-34.8361221",156,"$132,809.08 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,"-7.0982933,-34.840108",145,"$190,468.38 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,"-7.096062,-34.837582",70,"$78,558.94 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,,59,"$88,341.75 "
apartment,|Brasil|Paraíba|João Pessoa|Altiplano Cabo Branco|,Northeast,"-7.156862,-34.814278",85,"$93,615.42 "
apartment,|Brasil|Paraíba|João Pessoa|Altiplano Cabo Branco|,Northeast,"-7.130504,-34.827862",194,"$303,931.53 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.114996,-34.830265",141,"$90,494.91 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.0743842,-34.836251",76,"$76,452.59 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.0827874,-34.8420886",99,"$151,076.88 "
apartment,|Brasil|Paraíba|João Pessoa|Treze de Maio|,Northeast,"-7.115018,-34.86593",67,"$101,357.86 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,"-7.111007,-34.831715",164,"$312,051.42 "
house,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.067306,-34.841721",226,"$184,110.34 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.176446,-34.908489",58,"$111,383.63 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.176446,-34.908489",85,"$195,491.16 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.1232712,-34.8264642",127,"$174,436.74 "
apartment,|Brasil|Paraíba|João Pessoa|Bancários|,Northeast,"-7.1507711,-34.8445787",80,"$78,012.85 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Cidade Universitária|,Northeast,,57,"$81,133.37 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Cidade Universitária|,Northeast,"-7.1526036,-34.8372535",76,"$81,133.37 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Cidade Universitária|,Northeast,"-7.152825,-34.8416461",76,"$78,012.85 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Cidade Universitária|,Northeast,"-7.152825,-34.8416461",76,"$81,133.37 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,"-7.096062,-34.837582",105,"$118,579.54 "
apartment,|Brasil|Paraíba|João Pessoa|Altiplano Cabo Branco|,Northeast,"-7.1354124,-34.8315849",78,"$87,374.39 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.089115,-34.8403486",108,"$135,742.37 "
apartment,|Brasil|Paraíba|João Pessoa|Miramar|,Northeast,"-7.1209899,-34.8399871",77,"$93,584.22 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.089756,-34.839886",114,"$139,334.70 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.114996,-34.830265",73,"$109,217.99 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.117158,-34.829853",116,"$202,833.42 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.1153004,-34.8368653",180,"$202,833.42 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.0742185,-34.8344956",115,"$151,344.94 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,,61,"$171,004.18 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,"-7.105561,-34.833115",90,"$93,615.42 "
apartment,|Brasil|Paraíba|João Pessoa|Brisamar|,Northeast,"-7.107784,-34.841912",148,"$202,007.44 "
house,|Brasil|Paraíba|João Pessoa|João Paulo II|,Northeast,"-7.1803803,-34.8757845",180,"$115,459.02 "
apartment,|Brasil|Paraíba|Campina Grande|Centro|,Northeast,"-7.214638,-35.884862",85,"$104,537.22 "
house,|Brasil|Paraíba|Cabedelo|,Northeast,"-6.986833,-34.831102",250,"$246,520.62 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.084624,-34.8384462",68,"$96,735.94 "
apartment,|Brasil|Paraíba|João Pessoa|Miramar|,Northeast,"-7.1222069,-34.8356895",124,"$224,677.02 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.1138691,-34.8272957",204,"$452,474.56 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.0878568,-34.8365545",91,"$141,047.24 "
apartment,|Brasil|Paraíba|João Pessoa|Miramar|,Northeast,"-7.1180898,-34.8337633",94,"$135,811.64 "
apartment,|Brasil|Paraíba|João Pessoa|Tambauzinho|,Northeast,"-7.1203768,-34.8420411",97,"$143,855.70 "
apartment,|Brasil|Paraíba|João Pessoa|Tambauzinho|,Northeast,"-7.1203768,-34.8420411",97,"$148,848.53 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.1187877,-34.8249506",122,"$305,361.04 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,"-7.1064056,-34.8357933",106,"$218,560.81 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.1138691,-34.8272957",204,"$460,275.85 "
apartment,|Brasil|Paraíba|Cabedelo|,Northeast,"-7.029486,-34.84586",115,"$259,002.68 "
apartment,|Brasil|Paraíba|Cabedelo|,Northeast,"-7.0456374,-34.8444891",200,"$202,833.42 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.115382,-34.828545",124,"$184,110.34 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.114174,-34.825161",147,"$209,074.45 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.115973,-34.82589",194,"$234,038.56 "
house,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.176251,-34.804455",101,"$82,529.20 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.067306,-34.841721",83,"$112,338.51 "
apartment,|Brasil|Paraíba|Cabedelo|,Northeast,"-7.0419596,-34.8423987",110,"$112,338.51 "
apartment,|Brasil|Paraíba|João Pessoa|Brisamar|,Northeast,"-7.176251,-34.804455",207,"$405,666.85 "
house,|Brasil|Paraíba|João Pessoa|Altiplano Cabo Branco|,Northeast,"-7.207555,-34.890003",200,"$265,243.71 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.111578,-34.855518",91,"$153,120.20 "
apartment,|Brasil|Paraíba|João Pessoa|Estados|,Northeast,"-7.111578,-34.855518",75,"$109,415.83 "
apartment,|Brasil|Paraíba|João Pessoa|Estados|,Northeast,"-7.111578,-34.855518",63,"$92,679.27 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.111578,-34.855518",61,"$103,741.18 "
apartment,|Brasil|Paraíba|João Pessoa|Tambauzinho|,Northeast,"-7.1235314,-34.8478978",55,"$75,485.23 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.111578,-34.855518",107,"$186,918.80 "
apartment,|Brasil|Paraíba|Cabedelo|,Northeast,"-7.030285,-34.837822",107,"$290,115.45 "
apartment,|Brasil|Paraíba|Cabedelo|,Northeast,"-7.030285,-34.837822",135,"$427,568.49 "
apartment,|Brasil|Paraíba|João Pessoa|Treze de Maio|,Northeast,,81,"$109,186.79 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.111578,-34.855518",79,"$151,290.02 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.0809656,-34.8379532",101,"$143,543.34 "
house,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.111578,-34.855518",250,"$156,025.71 "
apartment,|Brasil|Paraíba|Campina Grande|,Northeast,"-7.20774,-35.877955",120,"$167,883.66 "
apartment,|Brasil|Paraíba|Campina Grande|Catolé|,Northeast,"-7.249728,-35.879132",77,"$76,452.59 "
apartment,|Brasil|Paraíba|Campina Grande|Catolé|,Northeast,"-7.228277,-35.882598",87,"$117,331.33 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,"-7.107301,-34.8333672",77,"$84,222.67 "
apartment,|Brasil|Paraíba|João Pessoa|Miramar|,Northeast,"-7.125048,-34.83599",120,"$171,628.28 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.081561,-34.83625",62,"$111,104.09 "
apartment,|Brasil|Paraíba|Campina Grande|Alto Branco|,Northeast,"-7.207112,-35.879567",130,"$142,036.48 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.084624,-34.838446",110,"$193,471.88 "
apartment,|Brasil|Paraíba|João Pessoa|Tambauzinho|,Northeast,"-7.1235314,-34.8478978",55,"$75,485.23 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.075332,-34.834682",80,"$140,423.14 "
apartment,|Brasil|Paraíba|Campina Grande|Jardim Tavares|,Northeast,"-7.212391,-35.874653",171,"$171,628.28 "
apartment,|Brasil|Paraíba|João Pessoa|Bancários|,Northeast,"-7.154127,-34.851026",76,"$108,904.38 "
apartment,|Brasil|Paraíba|Campina Grande|Alto Branco|,Northeast,"-7.208669,-35.88382",85,"$78,012.85 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,"-7.110856,-34.833694",83,"$114,271.20 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,,88,"$133,316.40 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.084624,-34.838446",140,"$230,970.67 "
apartment,|Brasil|Paraíba|João Pessoa|Altiplano Cabo Branco|,Northeast,,69,"$163,484.05 "
apartment,|Brasil|Paraíba|João Pessoa|Aeroclube|,Northeast,"-7.077391,-34.84095",108,"$156,025.71 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.091386,-34.839222",93,"$187,277.80 "
apartment,|Brasil|Paraíba|João Pessoa|Altiplano Cabo Branco|,Northeast,,92,"$203,542.09 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.068526,-34.846274",80,"$107,922.48 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.083094,-34.839954",85,"$126,968.00 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.068526,-34.846274",64,"$76,180.48 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.084624,-34.838446",69,"$97,352.71 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.068526,-34.846274",91,"$215,845.28 "
apartment,|Brasil|Paraíba|João Pessoa|Aeroclube|,Northeast,"-7.119496,-34.845012",126,"$166,228.73 "
apartment,|Brasil|Paraíba|João Pessoa|Aeroclube|,Northeast,"-7.119496,-34.845012",112,"$157,480.00 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.081956,-34.843102",75,"$117,445.40 "
apartment,|Brasil|Paraíba|João Pessoa|Aeroclube|,Northeast,"-7.119496,-34.845012",114,"$141,731.84 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.123123,-34.824459",131,"$222,194.00 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.083448,-34.834623",138,"$228,542.40 "
apartment,|Brasil|Paraíba|João Pessoa|Bancários|,Northeast,"-7.15462,-34.851108",76,"$104,271.04 "
apartment,|Brasil|Paraíba|João Pessoa|Bancários|,Northeast,"-7.15462,-34.851108",76,"$105,726.14 "
apartment,|Brasil|Paraíba|João Pessoa|Estados|,Northeast,"-7.112876,-34.846764",107,"$151,344.94 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.176446,-34.908489",187,"$468,077.13 "
apartment,|Brasil|Paraíba|João Pessoa|Bancários|,Northeast,"-7.15462,-34.851108",76,"$106,147.41 "
apartment,|Brasil|Paraíba|João Pessoa|Bancários|,Northeast,"-7.15462,-34.851108",76,"$102,279.53 "
apartment,|Brasil|Paraíba|João Pessoa|Bancários|,Northeast,"-7.15462,-34.851108",78,"$106,940.84 "
apartment,|Brasil|Paraíba|João Pessoa|Bancários|,Northeast,"-7.15462,-34.851108",76,"$105,305.49 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.116377,-34.8368844",90,"$148,349.22 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.1170702,-34.8280224",107,"$209,074.45 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,,204,"$468,077.13 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.0750025,-34.8320293",101,"$171,628.28 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.0750025,-34.8320293",101,"$171,628.28 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.0750025,-34.8320293",101,"$196,592.39 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.0750025,-34.8320293",101,"$171,628.28 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.143339,-34.8133802",60,"$259,002.68 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.143339,-34.8133802",61,"$171,004.18 "
apartment,|Brasil|Paraíba|João Pessoa|Miramar|,Northeast,,172,"$308,930.91 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.1166526,-34.8279867",180,"$374,461.71 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,"-7.1120898,-34.8309205",96,"$162,266.74 "
apartment,|Brasil|Paraíba|João Pessoa|Brisamar|,Northeast,"-7.1173964,-34.8411724",86,"$134,182.11 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,"-7.1084688,-34.8345366",122,"$187,230.85 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.1170702,-34.8280224",107,"$234,038.56 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.1150007,-34.827537",59,"$121,700.05 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.0800281,-34.8346002",73,"$104,160.09 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.1170702,-34.8280224",107,"$230,606.00 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.1257736,-34.8275004",72,"$124,820.57 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,"-7.1104657,-34.8322306",69,"$99,232.35 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.1193596,-34.8292674",59,"$106,097.48 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.1193596,-34.8292674",57,"$94,609.62 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.1163683,-34.8241255",55,"$121,700.05 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.143339,-34.8133802",60,"$119,941.92 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.1163753,-34.8296582",58,"$93,303.37 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.0772323,-34.8323823",91,"$154,075.39 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,,67,"$93,151.71 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.0772323,-34.8323823",74,"$101,853.58 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.1128758,-34.8467641",107,"$151,344.94 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,"-7.1194958,-34.8450118",145,"$184,110.34 "
apartment,|Brasil|Paraíba|João Pessoa|Aeroclube|,Northeast,"-7.096373,-34.840125",221,"$268,364.22 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.124932,-34.827068",60,"$133,316.40 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.08368,-34.836201",104,"$168,232.60 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.07045,-34.838856",86,"$143,052.17 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.07045,-34.838856",88,"$145,886.22 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.07045,-34.838856",113,"$149,784.68 "
apartment,|Brasil|Paraíba|Cajazeiras|,Northeast,"-6.886645,-38.554319",96,"$88,769.89 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.067306,-34.841721",70,"$87,374.39 "
apartment,|Brasil|Paraíba|João Pessoa|Miramar|,Northeast,"-7.1224082,-34.8350962",102,"$202,833.42 "
apartment,|Brasil|Paraíba|Campina Grande|Alto Branco|,Northeast,"-7.206622,-35.88418",76,"$74,892.34 "
apartment,|Brasil|Paraíba|Cajazeiras|,Northeast,"-6.889707,-38.561218",130,"$78,012.85 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.0793028,-34.8343305",76,"$131,061.59 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.079303,-34.83433",55,"$84,178.99 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.067306,-34.841721",62,"$81,133.37 "
apartment,|Brasil|Paraíba|Cabedelo|,Northeast,"-7.053576,-34.84333",96,"$118,579.54 "
apartment,|Brasil|Paraíba|Campina Grande|Catolé|,Northeast,,92,"$146,664.17 "
apartment,|Brasil|Paraíba|Campina Grande|,Northeast,"-7.219533,-35.899522",113,"$159,146.22 "
apartment,|Brasil|Paraíba|Campina Grande|,Northeast,"-7.219533,-35.899522",89,"$127,832.83 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.074028,-34.837669",70,"$87,374.39 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.116084,-34.840191",62,"$96,735.94 "
apartment,|Brasil|Paraíba|João Pessoa|Miramar|,Northeast,"-7.121201,-34.832825",201,"$452,474.56 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,,240,"$419,305.37 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.080719,-34.834271",104,"$106,097.48 "
apartment,|Brasil|Paraíba|João Pessoa|Tambaú|,Northeast,"-7.115382,-34.828545",111,"$179,936.34 "
house,|Brasil|Paraíba|Campina Grande|Alto Branco|,Northeast,"-7.206111,-35.873741",140,"$79,355.00 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,,76,"$137,302.62 "
apartment,|Brasil|Paraíba|João Pessoa|Aeroclube|,Northeast,"-7.119496,-34.845012",82,"$113,898.77 "
apartment,|Brasil|Paraíba|João Pessoa|,Northeast,"-7.143416,-34.81329",141,"$215,315.48 "
apartment,|Brasil|Paraíba|João Pessoa|Bancários|,Northeast,"-7.14609,-34.837582",60,"$88,934.65 "
apartment,|Brasil|Paraíba|João Pessoa|Altiplano Cabo Branco|,Northeast,,134,"$171,628.28 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.074206,-34.84488",79,"$99,232.35 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.074206,-34.84488",85,"$187,230.85 "
apartment,|Brasil|Paraíba|João Pessoa|Bancários|,Northeast,,82,"$112,338.51 "
apartment,|Brasil|Paraíba|João Pessoa|Bancários|,Northeast,"-7.14609,-34.837582",84,"$121,075.95 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,,95,"$124,508.51 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Cidade Universitária|,Northeast,"-7.156117,-34.83248",77,"$74,892.34 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.067306,-34.841721",110,"$99,856.45 "
apartment,|Brasil|Paraíba|João Pessoa|Torre|,Northeast,,79,"$79,355.00 "
apartment,|Brasil|Paraíba|Campina Grande|Centro|,Northeast,"-7.222205,-35.882313",97,"$115,459.02 "
apartment,|Brasil|Paraíba|João Pessoa|Estados|,Northeast,"-7.116538,-34.857481",62,"$79,355.00 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.083071,-34.835583",58,"$81,078.76 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.08153,-34.833805",67,"$97,965.11 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.08153,-34.833805",67,"$113,335.20 "
apartment,|Brasil|Paraíba|Campina Grande|Jardim Tavares|,Northeast,"-7.210475,-35.875361",139,"$152,905.19 "
apartment,|Brasil|Paraíba|Cabedelo|,Northeast,"-7.031746,-34.834263",107,"$233,726.51 "
apartment,|Brasil|Paraíba|João Pessoa|Bancários|,Northeast,"-7.155894,-34.831257",69,"$90,526.11 "
apartment,|Brasil|Paraíba|João Pessoa|Bancários|,Northeast,"-7.155894,-34.831257",78,"$106,346.50 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,"-7.103715,-34.839893",70,"$156,025.71 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,"-7.099648,-34.841282",169,"$234,038.56 "
apartment,|Brasil|Paraíba|Cabedelo|,Northeast,"-7.024472,-34.830647",90,"$155,459.33 "
apartment,|Brasil|Paraíba|João Pessoa|Miramar|,Northeast,"-7.121942,-34.834206",212,"$390,064.28 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.119496,-34.845012",106,"$137,302.62 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.07045,-34.838856",113,"$149,784.68 "
apartment,|Brasil|Paraíba|João Pessoa|Miramar|,Northeast,"-7.125048,-34.83599",120,"$171,628.28 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.067306,-34.841721",62,"$81,133.37 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,,95,"$124,508.51 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Cidade Universitária|,Northeast,"-7.156117,-34.83248",77,"$74,892.34 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,,55,"$84,178.99 "
apartment,|Brasil|Paraíba|João Pessoa|Torre|,Northeast,"-7.133661,-34.858968",79,"$78,012.85 "
apartment,|Brasil|Paraíba|João Pessoa|Aeroclube|,Northeast,"-7.119496,-34.845012",82,"$113,898.77 "
house,|Brasil|Paraíba|Cabedelo|,Northeast,"-6.986833,-34.831102",250,"$246,520.62 "
apartment,|Brasil|Paraíba|João Pessoa|Jardim Oceania|,Northeast,"-7.07045,-34.838856",86,"$143,052.17 "
apartment,|Brasil|Paraíba|João Pessoa|Bancários|,Northeast,"-7.15462,-34.851108",76,"$105,726.14 "
apartment,|Brasil|Paraíba|João Pessoa|Bancários|,Northeast,"-7.15462,-34.851108",76,"$106,147.41 "
apartment,|Brasil|Paraíba|João Pessoa|Bancários|,Northeast,"-7.15462,-34.851108",76,"$105,305.49 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.074206,-34.84488",79,"$99,232.35 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.075332,-34.834682",80,"$140,423.14 "
apartment,|Brasil|Paraíba|Cabedelo|,Northeast,"-7.053576,-34.84333",96,"$118,579.54 "
apartment,|Brasil|Paraíba|Campina Grande|Catolé|,Northeast,"-7.238979,-35.872898",92,"$146,664.17 "
apartment,|Brasil|Paraíba|João Pessoa|Manaíra|,Northeast,"-7.110856,-34.833694",83,"$102,976.97 "
apartment,|Brasil|Paraíba|João Pessoa|Bessa|,Northeast,"-7.119496,-34.845012",95,"$109,217.99 "
apartment,|Brasil|Paraíba|Campina Grande|Catolé|,Northeast,"-7.24008,-35.877255",70,"$81,133.37 "
