property_type,state,region,lat,lon,area_m2,price_brl
apartment,Santa Catarina,South,-26.985996,-48.636383,,648782.97
apartment,Santa Catarina,South,-27.580681,-48.525505,99,954210.06
apartment,Santa Catarina,South,-26.985996,-48.636383,137,1197753.22
apartment,Santa Catarina,South,-26.985996,-48.636383,,479101.27
apartment,Santa Catarina,South,-27.589823,-48.520092,,259513.19
apartment,Santa Catarina,South,-27.160427,-48.50872,220,918277.46
apartment,Santa Catarina,South,-26.985996,-48.636383,117,978165.11
apartment,Santa Catarina,South,-26.985996,-48.636383,137,1097940.43
apartment,Santa Catarina,South,-26.985996,-48.636383,79,698689.35
house,Santa Catarina,South,-26.985996,-48.636383,140,638801.71
house,Santa Catarina,South,-27.424585,-48.431267,132,597878.47
apartment,Santa Catarina,South,-27.424367,-48.4046306,237,959115.56
apartment,Santa Catarina,South,-27.106749,-48.628864,,686524.82
apartment,Santa Catarina,South,-27.748068,-48.627838,,351340.94
apartment,Santa Catarina,South,-27.681204,-48.493721,54,405239.81
apartment,Santa Catarina,South,-26.97504,-48.646408,,319400.84
apartment,Santa Catarina,South,-26.985996,-48.636383,133,1197753.22
apartment,Santa Catarina,South,-26.985996,-48.636383,131,1087959.16
apartment,Santa Catarina,South,-27.160427,-48.50872,,517922.39
apartment,Santa Catarina,South,-26.985996,-48.636383,103,449157.45
apartment,Santa Catarina,South,-26.910597,-48.670952,105,758577.03
apartment,Santa Catarina,South,-27.445972,-48.403809,,560947.75
apartment,Santa Catarina,South,-26.985996,-48.636383,126,1430316.97
apartment,Santa Catarina,South,-26.985996,-48.636383,90,439176.16
apartment,Santa Catarina,South,-26.929674,-48.641396,,519026.39
apartment,Santa Catarina,South,-27.5773939,-48.6051926,,253923.67
apartment,Santa Catarina,South,-27.00202759,-48.6249721,205,1615352.55
apartment,Santa Catarina,South,-27.436196,-48.3927344,130,815753.03
house,Santa Catarina,South,-27.160427,-48.50872,240,648782.97
apartment,Santa Catarina,South,-26.985996,-48.636383,77,648782.97
apartment,Santa Catarina,South,-27.588776,-48.551689,97,529007.65
apartment,Santa Catarina,South,-26.985996,-48.636383,133,878352.35
apartment,Santa Catarina,South,-27.59094,-48.549061,110,888333.61
apartment,Santa Catarina,South,-26.985996,-48.636383,162,1497191.5
apartment,Santa Catarina,South,-26.905918,-48.67617,,249531.9
apartment,Santa Catarina,South,-27.583233,-48.49622,74,359325.95
house,Santa Catarina,South,-27.02193,-48.65199,189,1197753.22
apartment,Santa Catarina,South,-26.985996,-48.636383,135,1455270.14
apartment,Santa Catarina,South,-26.985996,-48.636383,193,748595.73
apartment,Santa Catarina,South,-27.438793,-48.3937053,170,454317.88
apartment,Santa Catarina,South,-27.577175,-48.615372,,534996.42
apartment,Santa Catarina,South,-26.985996,-48.636383,78,399251.07
apartment,Santa Catarina,South,-27.445972,-48.403809,98,548970.21
apartment,Santa Catarina,South,-26.903387,-48.676495,66,447712.16
apartment,Santa Catarina,South,-27.064003,-48.699066,78,449157.45
apartment,Santa Catarina,South,-26.985996,-48.636383,58,459138.71
apartment,Santa Catarina,South,-26.985996,-48.636383,,374297.86
house,Santa Catarina,South,-27.6214047,-48.6875065,,848408.53
apartment,Santa Catarina,South,-26.985996,-48.636383,80,688708.09
apartment,Santa Catarina,South,-26.946136,-48.630657,108,783530.2
apartment,Santa Catarina,South,-26.985996,-48.636383,187,1647908.8
apartment,Santa Catarina,South,-26.985996,-48.636383,110,818464.67
apartment,Santa Catarina,South,-26.97504,-48.646408,,494073.18
apartment,Santa Catarina,South,-26.985996,-48.636383,180,718651.91
apartment,Santa Catarina,South,-26.966631,-48.636383,146,988146.4
apartment,Santa Catarina,South,-26.985996,-48.636383,70,568932.77
house,Santa Catarina,South,-27.4508153,-48.4073054,126,264503.81
apartment,Santa Catarina,South,-27.106749,-48.628864,114,661284.92
apartment,Santa Catarina,South,-26.985996,-48.636383,75,389269.77
apartment,Santa Catarina,South,-26.966631,-48.636383,234,978165.11
apartment,Santa Catarina,South,-26.985996,-48.636383,158,1475731.78
apartment,Santa Catarina,South,-26.985996,-48.636383,115,748595.73
apartment,Santa Catarina,South,-27.10624663,-48.61335635,103,624939.49
apartment,Santa Catarina,South,-26.985996,-48.636383,147,1297565.98
apartment,Santa Catarina,South,-27.106749,-48.628864,137,479101.27
house,Santa Catarina,South,-26.985996,-48.636383,,585565.3
apartment,Santa Catarina,South,-26.985996,-48.636383,110,807676.27
apartment,Santa Catarina,South,-26.985996,-48.636383,137,1383404.95
house,Santa Catarina,South,-26.99226,-48.64034,240,1097940.43
apartment,Santa Catarina,South,-26.985996,-48.636383,108,648782.97
apartment,Santa Catarina,South,-27.017061,-48.601307,80,299438.28
apartment,Santa Catarina,South,-27.399157,-48.416817,150,656236.96
apartment,Santa Catarina,South,-27.590532,-48.556248,115,978165.11
apartment,Santa Catarina,South,-26.985996,-48.636383,127,848408.53
apartment,Santa Catarina,South,-26.946136,-48.630657,108,783530.2
apartment,Santa Catarina,South,-27.591196,-48.493793,69,539987.07
house,Santa Catarina,South,-27.445972,-48.403809,128,339363.39
apartment,Santa Catarina,South,-26.985996,-48.636383,,1487210.24
house,Santa Catarina,South,-27.451996,-48.447075,97,264503.81
apartment,Santa Catarina,South,-27.5953778,-48.5480499,155,998376.71
apartment,Santa Catarina,South,-27.106749,-48.628864,128,959115.56
house,Santa Catarina,South,-26.75370691,-48.67968323,90,272590.73
house,Santa Catarina,South,-26.80398,-48.648914,180,399251.07
apartment,Santa Catarina,South,-26.985996,-48.636383,117,1377416.18
apartment,Santa Catarina,South,-27.106749,-48.628864,196,790412.18
apartment,Santa Catarina,South,-27.4322575,-48.4582115,,1422394.64
apartment,Santa Catarina,South,-26.985996,-48.636383,80,529007.65
apartment,Santa Catarina,South,-26.985996,-48.636383,154,1646910.68
apartment,Santa Catarina,South,-26.99839,-48.632233,123,1347472.36
apartment,Santa Catarina,South,-28.680199,-49.3582507,132,361019.77
apartment,Santa Catarina,South,-26.966631,-48.636383,118,1177790.66
apartment,Santa Catarina,South,-27.590553,-48.596298,86,329382.13
apartment,Santa Catarina,South,-26.912107,-48.673893,60,312774.26
apartment,Santa Catarina,South,-26.908548,-48.655693,170,604865.36
apartment,Santa Catarina,South,-26.903387,-48.676495,66,455146.22
apartment,Santa Catarina,South,-26.966631,-48.636383,136,1247659.6
apartment,Santa Catarina,South,-27.1308888,-48.6092679,126,984355.45
apartment,Santa Catarina,South,-26.985996,-48.636383,110,568932.77
apartment,Santa Catarina,South,-26.985996,-48.636383,100,548970.21
house,Santa Catarina,South,-27.488176,-48.413792,108,269494.46
apartment,Santa Catarina,South,-27.018064,-48.583778,112,848408.53
apartment,Santa Catarina,South,-26.985996,-48.636383,128,868371.08
apartment,Santa Catarina,South,-27.427469,-48.40535,135,614223.79
apartment,Santa Catarina,South,-26.985996,-48.636383,,748595.73
apartment,Santa Catarina,South,-26.985996,-48.636383,110,818464.67
house,Santa Catarina,South,-27.706909,-48.531227,95,360208.29
apartment,Santa Catarina,South,-27.106749,-48.628864,191,1210302.9
apartment,Santa Catarina,South,-26.80398,-48.648914,121,408886.09
apartment,Santa Catarina,South,-26.9538873,-48.6413941,133,1551584.5
house,Santa Catarina,South,-27.445972,-48.403809,248,1147846.81
apartment,Santa Catarina,South,-26.985996,-48.636383,122,1616966.85
apartment,Santa Catarina,South,-27.106749,-48.628864,180,996929.92
apartment,Santa Catarina,South,-26.985996,-48.636383,136,1557079.18
apartment,Santa Catarina,South,-27.586786,-48.552994,175,1487210.24
apartment,Santa Catarina,South,-27.4322575,-48.4582115,173,921336.51
apartment,Santa Catarina,South,-26.985996,-48.636383,,1097940.43
house,Santa Catarina,South,-26.985996,-48.636383,93,514893.61
apartment,Santa Catarina,South,-27.5871495,-48.5534353,145,998127.67
house,Santa Catarina,South,-27.064003,-48.699066,180,648782.97
house,Santa Catarina,South,-27.02068,-48.63615,92,284466.37
apartment,Santa Catarina,South,-26.985996,-48.636383,134,848408.53
house,Santa Catarina,South,-26.97504,-48.646408,127,519026.39
apartment,Santa Catarina,South,-26.921036,-48.653305,120,600872.84
apartment,Santa Catarina,South,-27.445972,-48.403809,86,531003.9
house,Santa Catarina,South,-26.894793,-48.655067,191,555277.43
house,Santa Catarina,South,-26.95993,-48.6432,160,888333.61
apartment,Santa Catarina,South,-28.68222,-49.378399,140,347951.28
apartment,Santa Catarina,South,-27.018064,-48.583778,122,988146.4
apartment,Santa Catarina,South,-27.608465,-48.594082,169,784116.12
apartment,Santa Catarina,South,-27.106749,-48.628864,68,332156.85
house,Santa Catarina,South,-27.432299,-48.422832,94,389269.77
apartment,Santa Catarina,South,-26.966631,-48.636383,145,1487210.24
apartment,Santa Catarina,South,-26.906555,-48.67617,59,246537.53
apartment,Santa Catarina,South,-27.596746,-48.610077,86,444166.8
house,Santa Catarina,South,-26.97504,-48.646408,170,748595.73
apartment,Santa Catarina,South,-26.985996,-48.636383,149,1347472.36
apartment,Santa Catarina,South,-26.80398,-48.648914,97,484605.74
apartment,Santa Catarina,South,-26.966631,-48.636383,145,1133453.81
apartment,Santa Catarina,South,-26.985996,-48.636383,136,1247659.6
apartment,Santa Catarina,South,-27.42745682,-48.45927148,125,959115.56
apartment,Santa Catarina,South,-26.985996,-48.636383,138,1147846.81
house,Santa Catarina,South,-27.45783707,-48.40789238,196,379288.51
apartment,Santa Catarina,South,-27.12979562,-48.60404813,167,711764.72
apartment,Santa Catarina,South,-27.4306426,-48.4769485,143,1240672.71
house,Santa Catarina,South,-28.6955713,-49.3806218,200,401859.18
apartment,Santa Catarina,South,-27.43061286,-48.47687862,,1106516.48
apartment,Santa Catarina,South,-26.97504,-48.646408,180,588895.33
apartment,Santa Catarina,South,-27.018064,-48.583778,68,359325.95
apartment,Santa Catarina,South,-27.445972,-48.403809,72,386275.41
apartment,Santa Catarina,South,-26.985996,-48.636383,67,449157.45
apartment,Santa Catarina,South,-27.106749,-48.628864,,262494.77
apartment,Santa Catarina,South,-28.6873469,-49.379357,66,303845.02
apartment,Santa Catarina,South,-26.985996,-48.636383,149,1147846.81
house,Santa Catarina,South,-26.75516379,-48.677217,,403838.12
apartment,Santa Catarina,South,-26.911364,-48.657967,107,643892.15
apartment,Santa Catarina,South,-26.946136,-48.630657,111,1554084.81
apartment,Santa Catarina,South,-26.985996,-48.636383,105,748595.73
house,Santa Catarina,South,-27.4825667,-48.4051735,140,453308.31
apartment,Santa Catarina,South,-26.985996,-48.636383,133,1097940.43
apartment,Santa Catarina,South,-26.985996,-48.636383,130,838427.23
apartment,Santa Catarina,South,-27.589666,-48.597107,92,424730.25
apartment,Santa Catarina,South,-26.985996,-48.636383,101,648782.97
apartment,Santa Catarina,South,-26.7759638,-48.6374082,143,805489.04
apartment,Santa Catarina,South,-27.767431,-48.631371,106,557734.76
apartment,Santa Catarina,South,-26.985996,-48.636383,171,1387397.48
apartment,Santa Catarina,South,-27.106749,-48.628864,90,457346.67
apartment,Santa Catarina,South,-27.508335,-48.648739,78,285464.49
apartment,Santa Catarina,South,-26.985996,-48.636383,127,948221.29
apartment,Santa Catarina,South,-26.985996,-48.636383,162,1177790.66
house,Santa Catarina,South,-27.448656,-48.409145,220,447161.17
apartment,Santa Catarina,South,-27.445972,-48.403809,137,549809.62
apartment,Santa Catarina,South,-26.946335,-48.629368,170,1597004.3
apartment,Santa Catarina,South,-26.985996,-48.636383,131,988146.4
apartment,Santa Catarina,South,-27.12539403,-48.60741715,128,600709.23
house,Santa Catarina,South,-26.985996,-48.636383,140,555277.43
apartment,Santa Catarina,South,-26.929674,-48.641396,53,292409.48
house,Santa Catarina,South,-26.97504,-48.646408,110,509045.09
apartment,Santa Catarina,South,-28.678614,-49.372677,170,674666.43
apartment,Santa Catarina,South,-26.97504,-48.646408,,474110.62
house,Santa Catarina,South,-26.966631,-48.636383,171,848408.53
apartment,Santa Catarina,South,-27.0010272,-48.6232323,68,479101.27
apartment,Santa Catarina,South,-26.985996,-48.636383,200,1597004.3
apartment,Santa Catarina,South,-27.627571,-48.680096,65,353358.36
apartment,Santa Catarina,South,-28.943419,-49.507641,193,580715.64
house,Santa Catarina,South,-27.4751612,-48.4180263,144,393742.15
apartment,Santa Catarina,South,-27.5891466,-48.5419731,117,434678.6
apartment,Santa Catarina,South,-26.7330987,-48.689566,54,247350.84
apartment,Santa Catarina,South,-26.985996,-48.636383,,582945.48
apartment,Santa Catarina,South,-26.985996,-48.636383,133,796505.87
apartment,Santa Catarina,South,-27.5923715,-48.5937289,,416962.87
apartment,Santa Catarina,South,-27.643709,-48.676495,66,257446.8
apartment,Santa Catarina,South,-26.985996,-48.636383,119,798502.15
apartment,Santa Catarina,South,-27.6332409,-48.6558763,143,492531.07
apartment,Santa Catarina,South,-26.985996,-48.636383,,1297565.98
apartment,Santa Catarina,South,-27.064003,-48.699066,74,349344.66
apartment,Santa Catarina,South,-28.683505,-49.3495587,116,311397.84
house,Santa Catarina,South,-27.02193,-48.65199,190,948221.29
apartment,Santa Catarina,South,-26.985996,-48.636383,180,1387397.48
apartment,Santa Catarina,South,-26.985996,-48.636383,131,1097940.43
apartment,Santa Catarina,South,-26.985996,-48.636383,,1646910.68
house,Santa Catarina,South,-27.672884,-49.101925,139,349344.66
apartment,Santa Catarina,South,-26.903387,-48.676495,,459138.71
house,Santa Catarina,South,-27.432362,-48.400513,90,588895.33
apartment,Santa Catarina,South,-27.001553,-48.654495,,298440.15
apartment,Santa Catarina,South,-27.106749,-48.628864,140,605757.2
apartment,Santa Catarina,South,-26.985996,-48.636383,129,1297565.98
apartment,Santa Catarina,South,-27.603075,-48.587536,,588895.33
apartment,Santa Catarina,South,-26.985996,-48.636383,135,1370429.29
apartment,Santa Catarina,South,-28.68222,-49.378399,93,409232.33
apartment,Santa Catarina,South,-26.985996,-48.636383,148,1652777.68
apartment,Santa Catarina,South,-26.97504,-48.646408,,544724.17
apartment,Santa Catarina,South,-26.985996,-48.636383,137,1197753.22
apartment,Santa Catarina,South,-27.643709,-48.676495,95,392926.93
apartment,Santa Catarina,South,-26.985996,-48.636383,183,648782.97
house,Santa Catarina,South,-27.6277438,-48.6876586,223,618839.15
apartment,Santa Catarina,South,-27.106749,-48.628864,153,706716.72
apartment,Santa Catarina,South,-26.985996,-48.636383,136,678726.79
apartment,Santa Catarina,South,-27.643709,-48.676495,69,272590.73
apartment,Santa Catarina,South,-28.683674,-49.364536,243,651796.34
house,Santa Catarina,South,-27.017061,-48.601307,130,548970.21
apartment,Santa Catarina,South,-27.106749,-48.628864,135,698689.35
apartment,Santa Catarina,South,-26.985996,-48.636383,142,1048034.05
apartment,Santa Catarina,South,-27.106749,-48.628864,105,499749.67
apartment,Santa Catarina,South,-26.985996,-48.636383,112,608857.86
apartment,Santa Catarina,South,-27.160427,-48.50872,177,1420096.8
apartment,Santa Catarina,South,-26.985996,-48.636383,160,524017.01
apartment,Santa Catarina,South,-27.445972,-48.403809,67,289457.01
apartment,Santa Catarina,South,-26.929674,-48.641396,137,1532125.97
apartment,Santa Catarina,South,-26.903387,-48.676495,61,439530.5
apartment,Santa Catarina,South,-27.106749,-48.628864,65,353358.36
apartment,Santa Catarina,South,-27.160427,-48.50872,97,319400.84
apartment,Santa Catarina,South,-27.588392,-48.523251,152,948221.29
apartment,Santa Catarina,South,-28.660141,-49.380547,123,336515.74
apartment,Santa Catarina,South,-26.985996,-48.636383,,479101.27
apartment,Santa Catarina,South,-26.966631,-48.636383,134,1147846.81
apartment,Santa Catarina,South,-27.435427,-48.462166,65,287508.65
house,Santa Catarina,South,-27.018064,-48.583778,250,748595.73
apartment,Santa Catarina,South,-26.985996,-48.636383,187,1058015.34
apartment,Santa Catarina,South,-27.13821935,-48.59524559,,1412221.97
apartment,Santa Catarina,South,-26.985996,-48.636383,136,718651.91
apartment,Santa Catarina,South,-26.985996,-48.636383,102,846552.99
apartment,Santa Catarina,South,-27.018064,-48.583778,,888855.65
apartment,Santa Catarina,South,-26.985996,-48.636383,137,1362444.27
apartment,Santa Catarina,South,-26.985996,-48.636383,150,948221.29
apartment,Santa Catarina,South,-27.018064,-48.583778,115,778539.59
apartment,Santa Catarina,South,-27.012741,-48.616337,87,274485.1
apartment,Santa Catarina,South,-26.985996,-48.636383,89,648782.97
apartment,Santa Catarina,South,-27.007624,-48.653748,65,274485.1
apartment,Santa Catarina,South,-27.580896,-48.596298,,590891.57
apartment,Santa Catarina,South,-26.985996,-48.636383,135,1267622.16
house,Santa Catarina,South,-26.690428,-48.739223,170,349344.66
apartment,Santa Catarina,South,-28.679498,-49.3631666,207,669765.63
house,Santa Catarina,South,-27.42261092,-48.42520993,173,753586.38
house,Santa Catarina,South,-26.754795,-48.729183,120,319400.84
apartment,Santa Catarina,South,-27.44400385,-48.37758528,,746956.16
apartment,Santa Catarina,South,-27.106749,-48.628864,172,999125.79
apartment,Santa Catarina,South,-26.985996,-48.636383,119,1247659.6
apartment,Santa Catarina,South,-26.985996,-48.636383,115,678726.79
apartment,Santa Catarina,South,-27.43049075,-48.47649535,188,1557805.61
apartment,Santa Catarina,South,-27.4228082,-48.4324885,85,340233.61
house,Santa Catarina,South,-27.6209494,-48.6622428,140,349344.66
house,Santa Catarina,South,-27.429943,-48.457364,120,383646.22
house,Santa Catarina,South,-27.160427,-48.50872,230,548970.21
apartment,Santa Catarina,South,-27.612114,-48.593262,83,578299.2
apartment,Santa Catarina,South,-28.685827,-49.374748,75,360549.64
house,Santa Catarina,South,-27.4228082,-48.4324885,121,429078.02
house,Santa Catarina,South,-27.605899,-48.47534895,203,1367434.92
apartment,Santa Catarina,South,-26.985996,-48.636383,90,598876.59
apartment,Santa Catarina,South,-27.4251774,-48.406305,75,316763.56
apartment,Santa Catarina,South,-26.985996,-48.636383,192,1147846.81
apartment,Santa Catarina,South,-27.106749,-48.628864,132,581526.91
apartment,Santa Catarina,South,-26.906555,-48.67617,73,400249.19
apartment,Santa Catarina,South,-27.1308888,-48.6092679,,938923.66
apartment,Santa Catarina,South,-27.106749,-48.628864,117,928827.7
house,Santa Catarina,South,-26.97504,-48.646408,,648782.97
apartment,Santa Catarina,South,-26.929674,-48.641396,75,548970.21
apartment,Santa Catarina,South,-27.064003,-48.699066,77,499063.83
apartment,Santa Catarina,South,-26.985996,-48.636383,96,748595.73
apartment,Santa Catarina,South,-26.995173,-48.645153,69,399251.07
apartment,Santa Catarina,South,-26.985996,-48.636383,120,648782.97
apartment,Santa Catarina,South,-27.106749,-48.628864,144,996131.42
apartment,Santa Catarina,South,-27.024578,-48.650814,68,245539.4
apartment,Santa Catarina,South,-27.106749,-48.628864,175,1341752.21
house,Santa Catarina,South,-28.600052,-49.334862,104,280359.08
apartment,Santa Catarina,South,-27.4251774,-48.406305,,585565.3
apartment,Santa Catarina,South,-26.894793,-48.655067,55,244541.25
apartment,Santa Catarina,South,-26.985996,-48.636383,96,848408.53
apartment,Santa Catarina,South,-27.596746,-48.610077,,627822.29
apartment,Santa Catarina,South,-26.985996,-48.636383,139,1218713.9
apartment,Santa Catarina,South,-27.664709,-48.476566,170,898314.91
apartment,Santa Catarina,South,-26.985996,-48.636383,,757196.48
apartment,Santa Catarina,South,-26.966631,-48.636383,123,1097940.43
apartment,Santa Catarina,South,-26.966631,-48.636383,142,1097940.43
apartment,Santa Catarina,South,-27.42569,-48.4043309,105,484605.74
apartment,Santa Catarina,South,-26.985996,-48.636383,134,948221.29
apartment,Santa Catarina,South,-27.577093,-48.528503,,638801.71
apartment,Santa Catarina,South,-26.910597,-48.670952,80,449157.45
apartment,Santa Catarina,South,-26.985996,-48.636383,135,908296.17
apartment,Santa Catarina,South,-26.966631,-48.636383,91,848408.53
house,Santa Catarina,South,-26.985996,-48.636383,188,748595.73
apartment,Santa Catarina,South,-26.985996,-48.636383,133,990871.29
apartment,Santa Catarina,South,-26.985996,-48.636383,136,1092949.81
apartment,Santa Catarina,South,-26.754795,-48.729183,68,343262.39
apartment,Santa Catarina,South,-27.5973151,-48.5272325,59,325389.61
apartment,Santa Catarina,South,-27.591196,-48.493793,208,725307.43
apartment,Santa Catarina,South,-26.985996,-48.636383,131,1279458.93
apartment,Santa Catarina,South,-27.748068,-48.627838,127,908296.17
apartment,Santa Catarina,South,-26.97504,-48.646408,97,479101.27
apartment,Santa Catarina,South,-28.684332,-49.369339,157,514575.73
apartment,Santa Catarina,South,-27.597079,-48.5807463,88,535085.5
apartment,Santa Catarina,South,-28.678614,-49.372677,216,645261.57
apartment,Santa Catarina,South,-26.985996,-48.636383,133,1277603.42
apartment,Santa Catarina,South,-27.599836,-48.508213,,389269.77
apartment,Santa Catarina,South,-27.591196,-48.493793,113,848408.53
apartment,Santa Catarina,South,-26.903387,-48.676495,61,369420
apartment,Santa Catarina,South,-27.018064,-48.583778,64,324391.48
apartment,Santa Catarina,South,-27.42749756,-48.45603149,240,1211514.4
apartment,Santa Catarina,South,-27.445972,-48.403809,65,306425.17
apartment,Santa Catarina,South,-26.80398,-48.648914,118,474509.81
apartment,Santa Catarina,South,-26.985996,-48.636383,,897316.78
apartment,Santa Catarina,South,-26.9697248,-48.6357826,,585565.3
apartment,Santa Catarina,South,-27.604847,-48.529953,100,499063.83
apartment,Santa Catarina,South,-27.423427,-48.4043886,228,837964.14
apartment,Santa Catarina,South,-26.985996,-48.636383,132,648782.97
apartment,Santa Catarina,South,-26.946136,-48.630657,128,1653697.95
apartment,Santa Catarina,South,-26.985996,-48.636383,,1382406.83
apartment,Santa Catarina,South,-27.106749,-48.628864,145,1197753.22
apartment,Santa Catarina,South,-26.972862,-48.637276,134,848408.53
apartment,Santa Catarina,South,-27.425976,-48.404625,85,324391.48
apartment,Santa Catarina,South,-26.985996,-48.636383,90,548970.21
apartment,Santa Catarina,South,-26.839481,-48.749268,99,256215.08
apartment,Santa Catarina,South,-26.913816,-48.654781,181,1532125.97
apartment,Santa Catarina,South,-27.750971,-48.779408,94,257007.63
apartment,Santa Catarina,South,-26.97504,-48.646408,60,449157.45
house,Santa Catarina,South,-26.966631,-48.636383,129,798502.15
apartment,Santa Catarina,South,-26.97504,-48.646408,69,394260.42
apartment,Santa Catarina,South,-26.903387,-48.676495,66,435183.66
apartment,Santa Catarina,South,-27.661594,-48.486221,69,449157.45
apartment,Santa Catarina,South,-27.8173242,-50.3315819,88,249531.9
apartment,Santa Catarina,South,-26.985996,-48.636383,,648782.97
apartment,Santa Catarina,South,-26.985996,-48.636383,120,798502.15
apartment,Santa Catarina,South,-26.985996,-48.636383,,936243.75
apartment,Santa Catarina,South,-27.599836,-48.508213,82,573164.84
apartment,Santa Catarina,South,-27.4324131,-48.4018948,,438164.37
apartment,Santa Catarina,South,-27.106749,-48.628864,241,1110554.87
house,Santa Catarina,South,-27.5929248,-48.5453169,180,695611.18
apartment,Santa Catarina,South,-12.6010371,-38.965934,150,632693.18
apartment,Santa Catarina,South,-26.985996,-48.636383,127,581908.43
apartment,Santa Catarina,South,-26.985996,-48.636383,156,742606.99
house,Santa Catarina,South,-26.97504,-48.646408,240,988146.4
apartment,Santa Catarina,South,-27.106749,-48.628864,200,1312473.95
apartment,Santa Catarina,South,-26.99839,-48.632233,123,1347472.36
apartment,Santa Catarina,South,-28.68222,-49.378399,157,378989.06
house,Santa Catarina,South,-27.017061,-48.601307,142,675622.62
apartment,Santa Catarina,South,-27.106749,-48.628864,,1110554.87
apartment,Santa Catarina,South,-27.748068,-48.627838,,274485.1
apartment,Santa Catarina,South,-27.643709,-48.676495,109,255427.59
apartment,Santa Catarina,South,-26.985996,-48.636383,203,987148.28
apartment,Santa Catarina,South,-27.1430491,-48.5897033,,590613.26
apartment,Santa Catarina,South,-27.767431,-48.631371,76,296844.24
apartment,Santa Catarina,South,-26.985996,-48.636383,75,399251.07
apartment,Santa Catarina,South,-26.985996,-48.636383,74,389269.77
apartment,Santa Catarina,South,-26.985996,-48.636383,140,1387397.48
apartment,Santa Catarina,South,-26.985996,-48.636383,70,349344.66
apartment,Santa Catarina,South,-27.559727,-48.511223,122,1191322.5
apartment,Santa Catarina,South,-26.985996,-48.636383,130,1097940.43
apartment,Santa Catarina,South,-26.95263657,-48.62985492,143,1585064.69
apartment,Santa Catarina,South,-26.985996,-48.636383,160,1647908.8
apartment,Santa Catarina,South,-27.160427,-48.50872,84,369307.22
house,Santa Catarina,South,-26.914858,-48.681507,220,369307.22
apartment,Santa Catarina,South,-26.985996,-48.636383,70,399251.07
house,Santa Catarina,South,-27.4298124,-48.4679049,130,598876.59
apartment,Santa Catarina,South,-26.985996,-48.636383,158,1505245.42
apartment,Santa Catarina,South,-27.608465,-48.594082,98,654217.78
apartment,Santa Catarina,South,-28.683674,-49.364536,138,462301.78
apartment,Santa Catarina,South,-27.5891466,-48.5419731,69,377791.31
apartment,Santa Catarina,South,-26.966631,-48.636383,83,919275.59
apartment,Santa Catarina,South,-26.985996,-48.636383,139,1547097.92
apartment,Santa Catarina,South,-26.985996,-48.636383,135,1197753.22
house,Santa Catarina,South,-26.924547,-48.681507,161,359325.95
apartment,Santa Catarina,South,-27.681204,-48.493721,92,529007.65
apartment,Santa Catarina,South,-26.985996,-48.636383,100,548970.21
apartment,Santa Catarina,South,-27.1495696,-48.4872786,73,595661.23
apartment,Santa Catarina,South,-27.017061,-48.601307,77,299438.28
apartment,Santa Catarina,South,-27.5944609,-48.5203339,86,329382.13
apartment,Santa Catarina,South,-26.985996,-48.636383,,1297565.98
apartment,Santa Catarina,South,-26.985996,-48.636383,,1132874.9
apartment,Santa Catarina,South,-27.445972,-48.403809,71,319400.84
house,Santa Catarina,South,-26.985996,-48.636383,,575469.33
apartment,Santa Catarina,South,-28.685989,-49.383007,116,300965.42
apartment,Santa Catarina,South,-26.97504,-48.646408,,484605.74
apartment,Santa Catarina,South,-26.985996,-48.636383,54,289457.01
house,Santa Catarina,South,-27.064003,-48.699066,215,958202.55
house,Santa Catarina,South,-27.01856,-48.63591,70,269494.46
apartment,Santa Catarina,South,-28.59437,-49.507641,113,282607.85
house,Santa Catarina,South,-27.508335,-48.648739,,583904.68
apartment,Santa Catarina,South,-26.985996,-48.636383,120,449157.45
apartment,Santa Catarina,South,-26.985996,-48.636383,129,924515.76
house,Santa Catarina,South,-27.017061,-48.601307,120,1267622.16
house,Santa Catarina,South,-26.8254705,-48.6289933,70,249531.9
apartment,Santa Catarina,South,-26.97504,-48.646408,70,548970.21
apartment,Santa Catarina,South,-26.966631,-48.636383,135,888333.61
apartment,Santa Catarina,South,-27.106749,-48.628864,185,1187771.93
house,Santa Catarina,South,-27.176991,-48.608822,180,504797.64
house,Santa Catarina,South,-26.97504,-48.646408,110,389269.77
house,Santa Catarina,South,-27.160427,-48.50872,160,648782.97
apartment,Santa Catarina,South,-27.106749,-48.628864,134,544171.86
house,Santa Catarina,South,-27.0267,-48.63448,60,269494.46
apartment,Santa Catarina,South,-26.921036,-48.653305,97,548970.21
apartment,Santa Catarina,South,-26.985996,-48.636383,135,1347472.36
apartment,Santa Catarina,South,-26.97504,-48.646408,70,449157.45
house,Santa Catarina,South,-27.363197,-48.588787,140,379288.51
house,Santa Catarina,South,-26.8301388,-48.6378816,100,451725.64
apartment,Santa Catarina,South,-26.985996,-48.636383,134,1447285.12
apartment,Santa Catarina,South,-26.985996,-48.636383,86,548970.21
apartment,Santa Catarina,South,-28.682701,-49.379002,162,550514.3
house,Santa Catarina,South,-27.5953778,-48.5480499,201,798502.15
house,Santa Catarina,South,-27.017061,-48.601307,240,1347472.36
apartment,Santa Catarina,South,-26.97504,-48.646408,70,449157.45
apartment,Santa Catarina,South,-27.13348958,-48.60533849,80,413934.08
apartment,Santa Catarina,South,-27.4306426,-48.4769485,147,1338489.22
house,Santa Catarina,South,-26.9415953,-48.6292525,168,1110554.87
apartment,Santa Catarina,South,-26.985996,-48.636383,,1229776.13
