property_type,state,region,lat,lon,area_m2,price_brl
apartment,Rio Grande do Sul,South,-29.99622,-51.135017,87,512898.06
apartment,Rio Grande do Sul,South,-30.048101,-51.171612,,634809.18
apartment,Rio Grande do Sul,South,-30.045778,-51.171303,62,415960.72
apartment,Rio Grande do Sul,South,-30.070107,-51.208324,56,247350.84
house,Rio Grande do Sul,South,-29.59516953,-53.76804591,213,494701.71
apartment,Rio Grande do Sul,South,-30.03455,-51.226742,,317012.92
apartment,Rio Grande do Sul,South,-29.33136,-49.803558,197,1211514.4
apartment,Rio Grande do Sul,South,-30.029697,-51.202991,99,1397378.74
apartment,Rio Grande do Sul,South,-30.03809,-51.20953,79,287734.66
apartment,Rio Grande do Sul,South,-30.107187,-51.238651,110,557953.35
apartment,Rio Grande do Sul,South,-30.0728032,-51.2118113,67,329382.13
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,77,693698.74
house,Rio Grande do Sul,South,-30.050968,-51.202202,198,1009595.32
apartment,Rio Grande do Sul,South,-30.051292,-51.225452,140,989403.42
apartment,Rio Grande do Sul,South,-30.068159,-51.229153,95,434125.98
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,67,698689.35
apartment,Rio Grande do Sul,South,-29.6916521,-53.8193993,82,258140.39
apartment,Rio Grande do Sul,South,-30.034859,-51.144165,89,613848.5
apartment,Rio Grande do Sul,South,-30.046341,-51.198322,102,802628.28
apartment,Rio Grande do Sul,South,-29.924559,-51.182068,145,805657.06
apartment,Rio Grande do Sul,South,-30.031038,-51.217381,90,806666.67
apartment,Rio Grande do Sul,South,-30.068159,-51.229153,103,1048781.66
house,Rio Grande do Sul,South,-30.1255586,-51.2356823,241,798502.15
apartment,Rio Grande do Sul,South,-30.00605,-51.162262,114,633016.27
apartment,Rio Grande do Sul,South,-30.040146,-51.176842,123,398252.92
apartment,Rio Grande do Sul,South,-29.189182,-51.172794,84,284466.37
apartment,Rio Grande do Sul,South,-30.067726,-51.217381,55,362444.72
apartment,Rio Grande do Sul,South,-29.6938186,-53.8164376,94,284466.37
apartment,Rio Grande do Sul,South,-30.0332551,-51.2012579,65,584051.4
apartment,Rio Grande do Sul,South,-30.032816,-51.216465,59,280667.49
apartment,Rio Grande do Sul,South,-29.45955698,-51.9650696,181,671380.89
house,Rio Grande do Sul,South,-29.99527,-51.116348,146,548210.26
apartment,Rio Grande do Sul,South,-29.6992687,-53.8104433,103,481576.96
apartment,Rio Grande do Sul,South,-30.019569,-51.149391,68,358406.32
apartment,Rio Grande do Sul,South,-30.090792,-51.223923,55,274485.1
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,100,565373.37
apartment,Rio Grande do Sul,South,-30.038645,-51.224361,,428068.41
apartment,Rio Grande do Sul,South,-29.686071,-53.8055194,84,292782.63
house,Rio Grande do Sul,South,-29.716629,-53.8033806,234,908635.8
house,Rio Grande do Sul,South,-30.028437,-51.153683,91,858156.04
apartment,Rio Grande do Sul,South,-30.068159,-51.229153,66,552753.1
house,Rio Grande do Sul,South,-30.002295,-51.123158,238,888333.61
apartment,Rio Grande do Sul,South,-30.031979,-51.233303,82,668745.53
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,64,399251.07
apartment,Rio Grande do Sul,South,-29.70573394,-53.7214057,72,307926.56
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,,555277.43
house,Rio Grande do Sul,South,-29.6965253,-53.7380905,96,373550.26
house,Rio Grande do Sul,South,-30.128674,-51.234386,246,828445.97
apartment,Rio Grande do Sul,South,-30.029697,-51.202991,149,648782.97
apartment,Rio Grande do Sul,South,-29.984594,-51.11908,90,555277.43
apartment,Rio Grande do Sul,South,-30.046061,-51.225681,155,1217715.75
apartment,Rio Grande do Sul,South,-30.043938,-51.191223,100,338365.27
apartment,Rio Grande do Sul,South,-30.034061,-51.135494,63,299647.88
apartment,Rio Grande do Sul,South,-29.6952648,-53.81113323,96,353358.36
apartment,Rio Grande do Sul,South,-29.999989,-51.147926,74,349344.66
apartment,Rio Grande do Sul,South,-30.152109,-51.221676,78,363454.32
house,Rio Grande do Sul,South,-30.158951,-51.216072,110,328118.46
apartment,Rio Grande do Sul,South,-30.023874,-51.133713,118,628820.41
apartment,Rio Grande do Sul,South,-29.6859289,-53.8154082,125,391722.97
house,Rio Grande do Sul,South,-30.111597,-51.243599,116,352348.75
apartment,Rio Grande do Sul,South,-30.027906,-51.190132,86,688708.09
apartment,Rio Grande do Sul,South,-29.663378,-49.998238,63,262494.77
house,Rio Grande do Sul,South,-29.919975,-51.056679,224,568932.77
apartment,Rio Grande do Sul,South,-29.70408372,-53.72011763,66,297830.6
apartment,Rio Grande do Sul,South,-30.03689,-51.199066,67,353358.36
apartment,Rio Grande do Sul,South,-30.109341,-51.223011,73,330614.2
apartment,Rio Grande do Sul,South,-30.113007,-51.219631,58,287734.66
apartment,Rio Grande do Sul,South,-29.973013,-51.124569,63,393742.15
apartment,Rio Grande do Sul,South,-29.6962549,-53.7971503,110,344818.16
house,Rio Grande do Sul,South,-29.7193858,-52.4976509,227,642102.63
apartment,Rio Grande do Sul,South,-30.068159,-51.229153,102,698689.35
apartment,Rio Grande do Sul,South,-30.026922,-51.211262,157,959115.56
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,77,545181.47
apartment,Rio Grande do Sul,South,-30.043938,-51.191223,115,424204.24
house,Rio Grande do Sul,South,-30.158951,-51.216072,79,378598.22
apartment,Rio Grande do Sul,South,-29.6912098,-53.8118446,85,353358.36
apartment,Rio Grande do Sul,South,-29.33478737,-49.72665959,180,678726.79
apartment,Rio Grande do Sul,South,-30.0448,-51.167519,59,352348.75
house,Rio Grande do Sul,South,-30.161716,-51.202991,104,424030.02
apartment,Rio Grande do Sul,South,-29.981264,-51.185822,68,307926.56
apartment,Rio Grande do Sul,South,-30.120537,-51.225018,104,818484.98
apartment,Rio Grande do Sul,South,-30.0336038,-51.1584667,117,878352.35
apartment,Rio Grande do Sul,South,-29.7031224,-53.7122501,81,323070.49
apartment,Rio Grande do Sul,South,-29.400955,-50.908092,81,770684.69
apartment,Rio Grande do Sul,South,-30.105785,-51.250889,113,716669.83
house,Rio Grande do Sul,South,-30.105785,-51.250889,160,958202.55
house,Rio Grande do Sul,South,-30.151299,-51.210415,152,499749.67
apartment,Rio Grande do Sul,South,-30.029148,-51.189175,107,678726.79
house,Rio Grande do Sul,South,-29.684055,-53.7898406,185,757196.48
house,Rio Grande do Sul,South,-30.002295,-51.123158,178,737004.58
house,Rio Grande do Sul,South,-30.080242,-51.225227,192,938240.02
house,Rio Grande do Sul,South,-29.78339359,-51.13607883,120,802628.28
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,101,848408.53
house,Rio Grande do Sul,South,-30.0205093,-51.2099522,131,454317.88
apartment,Rio Grande do Sul,South,-30.014015,-51.175533,53,348346.53
apartment,Rio Grande do Sul,South,-30.014494,-51.185703,68,363454.32
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,82,655227.35
apartment,Rio Grande do Sul,South,-30.03809,-51.20953,59,289457.01
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,76,731325.15
house,Rio Grande do Sul,South,-30.111597,-51.243599,168,726908.65
apartment,Rio Grande do Sul,South,-30.102467,-51.263069,113,1192930.24
house,Rio Grande do Sul,South,-29.145527,-51.213455,151,384279.13
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,80,454148.07
house,Rio Grande do Sul,South,-29.99622,-51.135017,207,595661.23
apartment,Rio Grande do Sul,South,-30.039728,-51.18372,80,540436.38
apartment,Rio Grande do Sul,South,-30.110956,-51.253216,181,1433339.71
apartment,Rio Grande do Sul,South,-30.045954,-51.140778,63,321051.31
apartment,Rio Grande do Sul,South,-30.1146439,-51.1033842,209,748595.73
apartment,Rio Grande do Sul,South,-29.7000133,-53.7661412,79,282686.67
apartment,Rio Grande do Sul,South,-30.035479,-51.201538,133,1610304.55
apartment,Rio Grande do Sul,South,-30.041872,-51.215961,55,363454.32
apartment,Rio Grande do Sul,South,-30.056164,-51.191223,96,688708.09
apartment,Rio Grande do Sul,South,-30.037449,-51.170689,72,425202.37
house,Rio Grande do Sul,South,-29.6873064,-53.8154769,70,340314.37
apartment,Rio Grande do Sul,South,-30.023415,-51.20953,99,392732.58
apartment,Rio Grande do Sul,South,-30.046341,-51.198322,83,726908.65
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,64,454317.88
apartment,Rio Grande do Sul,South,-30.0527,-51.225018,70,425202.37
apartment,Rio Grande do Sul,South,-30.038136,-51.188606,81,440892.94
apartment,Rio Grande do Sul,South,-30.022842,-51.193993,61,424204.24
apartment,Rio Grande do Sul,South,-29.6873064,-53.8154769,84,476528.09
apartment,Rio Grande do Sul,South,-30.051926,-51.196819,54,262494.77
apartment,Rio Grande do Sul,South,-30.072315,-51.196423,90,323070.49
apartment,Rio Grande do Sul,South,-30.038179,-51.184731,115,454317.88
apartment,Rio Grande do Sul,South,-30.055977,-51.208221,94,449157.45
apartment,Rio Grande do Sul,South,-30.03548,-51.191505,74,474509.81
apartment,Rio Grande do Sul,South,-30.005852,-51.1311,70,376579.04
house,Rio Grande do Sul,South,-30.0228258,-51.1201305,167,1191322.5
house,Rio Grande do Sul,South,-29.7152855,-52.39417591,167,373550.26
apartment,Rio Grande do Sul,South,-30.067726,-51.217381,,484605.74
apartment,Rio Grande do Sul,South,-30.034246,-51.213203,67,332156.85
house,Rio Grande do Sul,South,-30.161716,-51.202991,128,373550.26
apartment,Rio Grande do Sul,South,-30.107187,-51.238651,80,333166.46
apartment,Rio Grande do Sul,South,-29.70929134,-53.71828852,97,450279.52
house,Rio Grande do Sul,South,-30.1519897,-51.1722142,190,848408.53
apartment,Rio Grande do Sul,South,-30.104027,-51.230244,57,254522.54
house,Rio Grande do Sul,South,-30.149693,-51.212475,239,778539.59
apartment,Rio Grande do Sul,South,-29.7050498,-53.8159793,65,264513.95
apartment,Rio Grande do Sul,South,-29.6955593,-53.8008168,137,696620.79
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,71,630997.06
apartment,Rio Grande do Sul,South,-30.038923,-51.191185,248,792532.34
apartment,Rio Grande do Sul,South,-29.6824301,-53.8046672,,317012.92
house,Rio Grande do Sul,South,-30.128674,-51.234386,244,767860.55
house,Rio Grande do Sul,South,-30.00251,-51.15435,124,870241.95
apartment,Rio Grande do Sul,South,-30.0351418,-51.2072772,110,656236.96
apartment,Rio Grande do Sul,South,-30.031361,-51.15786,221,1413433.48
apartment,Rio Grande do Sul,South,-30.106623,-51.255325,85,282686.67
apartment,Rio Grande do Sul,South,-30.023867,-50.245049,59,239550.63
apartment,Rio Grande do Sul,South,-30.032858,-51.207561,111,439173.95
house,Rio Grande do Sul,South,-30.009767,-51.1678167,237,848408.53
apartment,Rio Grande do Sul,South,-30.031057,-51.154961,91,656236.96
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,96,343262.39
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,64,529007.65
apartment,Rio Grande do Sul,South,-29.94697,-51.081474,62,283468.24
apartment,Rio Grande do Sul,South,-29.686974,-53.820122,68,288744.24
apartment,Rio Grande do Sul,South,-30.036612,-51.221458,109,474509.81
apartment,Rio Grande do Sul,South,-30.038645,-51.224361,,479101.27
house,Rio Grande do Sul,South,-30.128674,-51.234386,252,1608080.5
house,Rio Grande do Sul,South,-29.919458,-50.224442,123,394260.42
house,Rio Grande do Sul,South,-29.748724,-52.416203,,300859.38
apartment,Rio Grande do Sul,South,-30.088015,-51.237003,78,499063.83
apartment,Rio Grande do Sul,South,-30.029987,-51.226009,,329382.13
apartment,Rio Grande do Sul,South,-30.067726,-51.217381,106,656236.96
apartment,Rio Grande do Sul,South,-30.006866,-51.146683,62,343262.39
apartment,Rio Grande do Sul,South,-29.6973389,-53.7963083,143,575469.33
apartment,Rio Grande do Sul,South,-30.022842,-51.193993,112,718651.91
apartment,Rio Grande do Sul,South,-30.047504,-51.204636,69,322060.89
apartment,Rio Grande do Sul,South,-30.04801,-51.172886,80,434125.98
house,Rio Grande do Sul,South,-30.161716,-51.202991,164,476106.9
house,Rio Grande do Sul,South,-30.158951,-51.216072,206,454317.88
apartment,Rio Grande do Sul,South,-30.057297,-51.155926,,274485.1
apartment,Rio Grande do Sul,South,-30.03809,-51.20953,,453308.31
apartment,Rio Grande do Sul,South,-30.128086,-51.218689,65,264503.81
apartment,Rio Grande do Sul,South,-30.046034,-51.141762,69,383646.22
house,Rio Grande do Sul,South,-30.158951,-51.216072,110,383646.22
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,69,479101.27
apartment,Rio Grande do Sul,South,-29.700794,-53.8139326,99,264503.81
apartment,Rio Grande do Sul,South,-30.046061,-51.225681,59,309419.57
apartment,Rio Grande do Sul,South,-30.03548,-51.191505,67,529007.65
apartment,Rio Grande do Sul,South,-30.068808,-51.238083,73,312974.53
apartment,Rio Grande do Sul,South,-30.022842,-51.193993,78,509045.09
house,Rio Grande do Sul,South,-30.0909844,-51.0736562,98,264503.81
house,Rio Grande do Sul,South,-30.0363153,-51.1654349,249,1247659.6
house,Rio Grande do Sul,South,-30.050968,-51.202202,130,1063103.9
apartment,Rio Grande do Sul,South,-30.104027,-51.230244,69,323070.49
apartment,Rio Grande do Sul,South,-29.6956853,-53.8120199,81,409072.88
apartment,Rio Grande do Sul,South,-29.6893802,-53.8123951,86,499749.67
apartment,Rio Grande do Sul,South,-30.004568,-51.16246,,342454.71
apartment,Rio Grande do Sul,South,-30.046194,-51.208221,56,373550.26
apartment,Rio Grande do Sul,South,-30.113007,-51.219631,,267542.73
apartment,Rio Grande do Sul,South,-30.046061,-51.225681,67,262494.77
apartment,Rio Grande do Sul,South,-30.081381,-51.205845,53,280374.05
apartment,Rio Grande do Sul,South,-29.6850744,-53.7955275,103,498298.89
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,87,678726.79
apartment,Rio Grande do Sul,South,-30.023874,-51.133713,124,634809.18
apartment,Rio Grande do Sul,South,-30.005791,-51.160793,,474509.81
apartment,Rio Grande do Sul,South,-30.067726,-51.217381,114,716812.68
apartment,Rio Grande do Sul,South,-29.6813816,-53.783028,65,257446.8
apartment,Rio Grande do Sul,South,-30.104027,-51.230244,73,341243.21
apartment,Rio Grande do Sul,South,-29.6996252,-53.8184371,93,459139.71
apartment,Rio Grande do Sul,South,-30.022408,-51.182068,191,1197753.22
apartment,Rio Grande do Sul,South,-30.016756,-51.207436,79,723642.56
apartment,Rio Grande do Sul,South,-30.057297,-51.155926,53,505040.61
apartment,Rio Grande do Sul,South,-30.038923,-51.191185,107,529007.65
house,Rio Grande do Sul,South,-30.065382,-51.196617,155,548970.21
apartment,Rio Grande do Sul,South,-30.0351193,-51.2291202,100,519026.39
house,Rio Grande do Sul,South,-30.069742,-51.211456,95,449157.45
apartment,Rio Grande do Sul,South,-30.058546,-51.165752,75,501060.08
apartment,Rio Grande do Sul,South,-29.78320324,-55.78568914,,545181.47
apartment,Rio Grande do Sul,South,-29.6956853,-53.8120199,81,453777.76
house,Rio Grande do Sul,South,-29.716629,-53.8033806,100,376579.04
apartment,Rio Grande do Sul,South,-30.046341,-51.198322,74,363454.32
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,75,449157.45
apartment,Rio Grande do Sul,South,-29.67923291,-53.8114343,104,292782.63
apartment,Rio Grande do Sul,South,-30.024475,-51.196865,239,1514393
apartment,Rio Grande do Sul,South,-30.029697,-51.202991,68,797580.31
apartment,Rio Grande do Sul,South,-29.7029367,-53.7162876,77,408438.86
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,165,1258997.49
house,Rio Grande do Sul,South,-29.175356,-51.142441,,598876.59
apartment,Rio Grande do Sul,South,-30.046764,-51.189194,69,646140.99
apartment,Rio Grande do Sul,South,-30.110353,-51.223923,135,481576.96
apartment,Rio Grande do Sul,South,-29.1608316,-51.51237496,53,253408.41
apartment,Rio Grande do Sul,South,-30.046194,-51.208221,59,333166.46
apartment,Rio Grande do Sul,South,-30.019489,-51.167549,104,848408.53
apartment,Rio Grande do Sul,South,-30.019569,-51.149391,96,503788.07
apartment,Rio Grande do Sul,South,-29.981264,-51.185822,,252398.8
house,Rio Grande do Sul,South,-30.031227,-51.153606,,349344.66
apartment,Rio Grande do Sul,South,-30.061937,-51.205441,,325695.04
apartment,Rio Grande do Sul,South,-29.6873064,-53.8154769,76,297442.03
apartment,Rio Grande do Sul,South,-30.049608,-51.219788,68,292782.63
apartment,Rio Grande do Sul,South,-30.0297495,-51.2246934,108,302878.6
apartment,Rio Grande do Sul,South,-30.006578,-51.1507,69,496928.86
apartment,Rio Grande do Sul,South,-30.046679,-51.198967,65,494701.71
apartment,Rio Grande do Sul,South,-29.9185781,-51.15374,60,268496.33
apartment,Rio Grande do Sul,South,-30.043938,-51.191223,64,592987.65
apartment,Rio Grande do Sul,South,-30.053209,-51.219482,,628820.41
apartment,Rio Grande do Sul,South,-30.057297,-51.155926,82,538988.95
apartment,Rio Grande do Sul,South,-30.034859,-51.144165,72,444166.8
apartment,Rio Grande do Sul,South,-30.014015,-51.175533,118,554267.83
house,Rio Grande do Sul,South,-30.014658,-51.13533,140,748595.73
house,Rio Grande do Sul,South,-30.0030256,-51.1562756,,672087.62
apartment,Rio Grande do Sul,South,-29.815346,-50.070118,78,595661.23
house,Rio Grande do Sul,South,-29.7056991,-53.8607858,,323070.49
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,84,602746.32
apartment,Rio Grande do Sul,South,-30.025932,-51.197933,195,881346.72
apartment,Rio Grande do Sul,South,-30.082397,-51.209919,,239550.63
apartment,Rio Grande do Sul,South,-30.0541827,-51.1629938,69,592887.82
apartment,Rio Grande do Sul,South,-30.056473,-51.190605,78,292782.63
apartment,Rio Grande do Sul,South,-29.692021,-53.793645,80,306425.17
apartment,Rio Grande do Sul,South,-29.7007674,-52.4281245,97,328118.46
apartment,Rio Grande do Sul,South,-30.041872,-51.215961,74,512039.5
house,Rio Grande do Sul,South,-30.161716,-51.202991,103,424030.02
apartment,Rio Grande do Sul,South,-30.019569,-51.149391,85,504797.64
house,Rio Grande do Sul,South,-30.069742,-51.211456,115,535085.5
apartment,Rio Grande do Sul,South,-30.110353,-51.223923,89,627772.39
house,Rio Grande do Sul,South,-30.185879,-51.153313,78,358406.32
apartment,Rio Grande do Sul,South,-29.68151127,-53.79882809,103,289457.01
house,Rio Grande do Sul,South,-30.1591961,-51.1773018,88,264503.81
apartment,Rio Grande do Sul,South,-30.019672,-51.158138,57,242302.87
house,Rio Grande do Sul,South,-29.6837457,-53.815614,252,737004.58
apartment,Rio Grande do Sul,South,-30.019569,-51.149391,,484605.74
apartment,Rio Grande do Sul,South,-30.014015,-51.175533,,848408.53
house,Rio Grande do Sul,South,-30.034859,-51.144165,155,369511.86
apartment,Rio Grande do Sul,South,-30.076696,-51.23962,,262494.77
apartment,Rio Grande do Sul,South,-30.0044212,-51.1740267,119,648782.97
apartment,Rio Grande do Sul,South,-29.7063704,-53.7222111,74,371531.08
apartment,Rio Grande do Sul,South,-29.6950613,-53.8050259,83,540845.26
apartment,Rio Grande do Sul,South,-30.024433,-51.203426,146,934885.27
house,Rio Grande do Sul,South,-29.6883932,-53.82042,250,399251.07
apartment,Rio Grande do Sul,South,-30.031719,-51.207718,54,264503.81
apartment,Rio Grande do Sul,South,-30.045778,-51.171303,65,419213.6
house,Rio Grande do Sul,South,-30.161716,-51.202991,168,560325.4
apartment,Rio Grande do Sul,South,-29.960831,-51.103672,168,615853.13
apartment,Rio Grande do Sul,South,-29.6878815,-53.8216537,165,681476.85
apartment,Rio Grande do Sul,South,-30.056164,-51.191223,81,598876.59
apartment,Rio Grande do Sul,South,-29.6891309,-53.8048922,,529007.65
apartment,Rio Grande do Sul,South,-29.163404,-51.208221,102,349344.66
house,Rio Grande do Sul,South,-30.107187,-51.238651,80,364463.9
apartment,Rio Grande do Sul,South,-30.110353,-51.223923,89,561746.25
apartment,Rio Grande do Sul,South,-30.040146,-51.176842,80,439173.95
apartment,Rio Grande do Sul,South,-30.043938,-51.191223,242,850404.77
apartment,Rio Grande do Sul,South,-30.10965,-51.254257,165,349344.66
apartment,Rio Grande do Sul,South,-30.070068,-51.192532,73,429078.02
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,166,898314.91
apartment,Rio Grande do Sul,South,-30.040146,-51.176842,59,728633.21
apartment,Rio Grande do Sul,South,-30.03689,-51.199066,118,846412.25
apartment,Rio Grande do Sul,South,-30.027777,-51.162804,99,648782.97
apartment,Rio Grande do Sul,South,-30.03809,-51.20953,94,378598.22
house,Rio Grande do Sul,South,-30.006092,-51.164597,119,522145.15
apartment,Rio Grande do Sul,South,-29.6822734,-53.8141207,67,287734.66
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,91,792471.44
apartment,Rio Grande do Sul,South,-30.045527,-51.19289,,747597.61
apartment,Rio Grande do Sul,South,-29.6954575,-53.8044406,83,524017.01
apartment,Rio Grande do Sul,South,-29.7160555,-53.8038504,,373550.26
house,Rio Grande do Sul,South,-30.1395494,-51.2161244,139,548970.21
apartment,Rio Grande do Sul,South,-30.077112,-51.242191,68,249370.02
apartment,Rio Grande do Sul,South,-29.33136,-49.803558,131,327108.89
house,Rio Grande do Sul,South,-30.068159,-51.229153,202,1413433.48
apartment,Rio Grande do Sul,South,-30.110353,-51.223923,60,289457.01
house,Rio Grande do Sul,South,-30.002794,-51.169651,248,1097940.43
apartment,Rio Grande do Sul,South,-30.0356302,-51.2205323,58,349344.66
house,Rio Grande do Sul,South,-30.192228,-51.162525,118,262494.77
apartment,Rio Grande do Sul,South,-29.6967428,-53.8008326,220,1074568.87
apartment,Rio Grande do Sul,South,-30.019091,-51.1663542,86,650232.9
apartment,Rio Grande do Sul,South,-30.049339,-51.199142,76,489805.16
house,Rio Grande do Sul,South,-29.7010119,-53.7716749,70,282686.67
house,Rio Grande do Sul,South,-29.6989956,-53.804715,220,648782.97
house,Rio Grande do Sul,South,-29.70720768,-53.75870008,110,277638.7
apartment,Rio Grande do Sul,South,-30.031038,-51.217381,,378290.39
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,77,565373.37
house,Rio Grande do Sul,South,-30.158306,-51.178692,89,262494.77
house,Rio Grande do Sul,South,-30.161716,-51.202991,68,288458.89
apartment,Rio Grande do Sul,South,-30.070068,-51.192532,144,663754.88
apartment,Rio Grande do Sul,South,-30.031038,-51.217381,145,678726.79
house,Rio Grande do Sul,South,-30.031979,-51.233303,130,1497191.5
apartment,Rio Grande do Sul,South,-30.088015,-51.237003,71,409232.33
house,Rio Grande do Sul,South,-30.022793,-51.144161,148,489653.71
apartment,Rio Grande do Sul,South,-30.063187,-51.167709,58,255021.59
apartment,Rio Grande do Sul,South,-30.03548,-51.191505,169,1110554.87
apartment,Rio Grande do Sul,South,-30.078106,-51.205128,92,529007.65
apartment,Rio Grande do Sul,South,-30.060946,-51.166382,64,319400.84
apartment,Rio Grande do Sul,South,-30.006578,-51.1507,82,619837.27
house,Rio Grande do Sul,South,-30.138311,-51.224674,199,618839.15
apartment,Rio Grande do Sul,South,-30.098661,-51.245811,63,421061.81
apartment,Rio Grande do Sul,South,-30.043924,-51.216305,89,323070.49
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,,477105.03
apartment,Rio Grande do Sul,South,-30.04974,-51.193836,116,478103.15
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,84,691572.79
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,68,494701.71
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,100,988146.4
apartment,Rio Grande do Sul,South,-30.0086051,-51.1711445,,252398.8
house,Rio Grande do Sul,South,-30.057297,-51.155926,194,949103.3
apartment,Rio Grande do Sul,South,-30.042265,-51.186066,65,598876.59
apartment,Rio Grande do Sul,South,-30.0346338,-51.2176631,,1597004.3
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,,454317.88
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,68,585565.3
apartment,Rio Grande do Sul,South,-30.068159,-51.229153,99,910170.71
apartment,Rio Grande do Sul,South,-29.33136,-49.803558,131,353358.36
apartment,Rio Grande do Sul,South,-30.019569,-51.149391,60,398790.15
apartment,Rio Grande do Sul,South,-30.019714,-51.167526,85,736329.17
apartment,Rio Grande do Sul,South,-30.056473,-51.190605,65,406399.46
apartment,Rio Grande do Sul,South,-30.031719,-51.207718,60,504306.98
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,63,474509.81
apartment,Rio Grande do Sul,South,-30.059143,-51.227844,84,323070.49
apartment,Rio Grande do Sul,South,-30.026562,-51.190315,79,484605.74
apartment,Rio Grande do Sul,South,-30.031361,-51.15786,124,1197753.22
apartment,Rio Grande do Sul,South,-29.5760381,-50.7918723,131,537104.72
apartment,Rio Grande do Sul,South,-29.6851931,-53.8010461,190,963193.2
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,121,793511.5
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,148,958202.55
apartment,Rio Grande do Sul,South,-29.6989076,-53.8021426,61,239550.63
apartment,Rio Grande do Sul,South,-30.102926,-51.242554,,343262.39
apartment,Rio Grande do Sul,South,-29.6972264,-53.8150036,102,567435.57
apartment,Rio Grande do Sul,South,-30.041656,-51.221279,67,256437.19
apartment,Rio Grande do Sul,South,-30.098846,-51.240437,62,444366.43
apartment,Rio Grande do Sul,South,-30.030418,-51.187057,111,648782.97
apartment,Rio Grande do Sul,South,-30.101278,-51.237732,,390326.72
house,Rio Grande do Sul,South,-30.067726,-51.217381,183,807676.27
house,Rio Grande do Sul,South,-30.039379,-51.21991,161,1247659.6
apartment,Rio Grande do Sul,South,-30.008984,-51.20121,63,514893.61
apartment,Rio Grande do Sul,South,-30.050762,-51.191677,117,559315.8
apartment,Rio Grande do Sul,South,-30.019091,-51.1663542,85,621274.66
apartment,Rio Grande do Sul,South,-30.035332,-51.135017,59,249531.9
house,Rio Grande do Sul,South,-29.6912709,-53.8319412,90,302878.6
apartment,Rio Grande do Sul,South,-30.018183,-51.155926,60,259513.19
apartment,Rio Grande do Sul,South,-30.107187,-51.238651,79,333166.46
house,Rio Grande do Sul,South,-30.158537,-51.19796,61,430087.59
apartment,Rio Grande do Sul,South,-30.041447,-51.22784,57,353358.36
apartment,Rio Grande do Sul,South,-30.029987,-51.226009,73,333166.46
house,Rio Grande do Sul,South,-30.1519897,-51.1722142,97,424030.02
apartment,Rio Grande do Sul,South,-30.049339,-51.199142,56,454317.88
apartment,Rio Grande do Sul,South,-30.024611,-51.219997,100,474509.81
apartment,Rio Grande do Sul,South,-30.019569,-51.149391,84,570421.37
house,Rio Grande do Sul,South,-29.663378,-49.998238,204,748595.73
apartment,Rio Grande do Sul,South,-30.076696,-51.23962,128,1633132.51
apartment,Rio Grande do Sul,South,-30.03764,-51.189133,101,726908.65
apartment,Rio Grande do Sul,South,-29.763708,-51.155926,138,535085.5
apartment,Rio Grande do Sul,South,-30.039001,-51.18441,79,688708.09
apartment,Rio Grande do Sul,South,-29.6828339,-53.7996119,110,343262.39
house,Rio Grande do Sul,South,-30.161716,-51.202991,61,302878.6
apartment,Rio Grande do Sul,South,-30.060946,-51.166382,66,333166.46
apartment,Rio Grande do Sul,South,-30.024027,-51.179874,68,363454.32
apartment,Rio Grande do Sul,South,-29.6977944,-53.8034803,86,291773.02
apartment,Rio Grande do Sul,South,-30.025932,-51.197933,128,1227697.04
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,120,1197753.22
apartment,Rio Grande do Sul,South,-30.025372,-51.192101,103,807676.27
apartment,Rio Grande do Sul,South,-29.975916,-51.193546,53,312974.53
apartment,Rio Grande do Sul,South,-30.025372,-51.192101,102,454317.88
